month,rep_id,region,division,product,tenure_months,monthly_target,sales_units,target_ach_pct,doctor_coverage,calls_made,new_doctors_added,avg_rx_per_doctor
2022-03,REP0131,West,Oncology,ImmunoBoost 25mg,41,220.0,225.0,102.4,13,43,3,17.31
2022-04,REP0131,West,Oncology,ImmunoBoost 25mg,42,220.0,234.0,106.5,15,47,1,15.6
2022-05,REP0131,West,Oncology,ImmunoBoost 25mg,43,220.0,291.0,132.5,23,79,1,12.65
2022-06,REP0131,West,Oncology,ImmunoBoost 25mg,44,220.0,223.0,101.5,14,33,2,15.93
2022-07,REP0131,West,Oncology,ImmunoBoost 25mg,45,220.0,284.0,129.3,16,59,0,17.75
2022-08,REP0131,West,Oncology,ImmunoBoost 25mg,46,220.0,209.0,95.1,18,66,4,11.61
2022-09,REP0131,West,Oncology,ImmunoBoost 25mg,47,220.0,273.0,124.3,16,63,2,17.06
2022-10,REP0131,West,Oncology,ImmunoBoost 25mg,48,220.0,221.0,100.6,17,58,1,13.0
2022-11,REP0131,West,Oncology,ImmunoBoost 25mg,49,220.0,240.0,109.2,18,76,0,13.33
2022-12,REP0131,West,Oncology,ImmunoBoost 25mg,50,220.0,161.0,73.3,16,49,0,10.06
2023-01,REP0131,West,Oncology,ImmunoBoost 25mg,51,220.0,235.0,107.0,12,46,4,19.58
2023-02,REP0131,West,Oncology,ImmunoBoost 25mg,52,220.0,204.0,92.9,17,70,1,12.0
2023-03,REP0131,West,Oncology,ImmunoBoost 25mg,53,220.0,246.0,112.0,20,71,1,12.3
2023-04,REP0131,West,Oncology,ImmunoBoost 25mg,54,220.0,239.0,108.8,13,50,1,18.38
2023-05,REP0131,West,Oncology,ImmunoBoost 25mg,55,220.0,292.0,132.9,24,74,2,12.17
2023-06,REP0131,West,Oncology,ImmunoBoost 25mg,56,220.0,316.0,143.8,14,58,2,22.57
2023-07,REP0131,West,Oncology,ImmunoBoost 25mg,57,220.0,289.0,131.5,14,64,1,20.64
2023-08,REP0131,West,Oncology,ImmunoBoost 25mg,58,220.0,272.0,123.8,17,63,0,16.0
2023-09,REP0131,West,Oncology,ImmunoBoost 25mg,59,220.0,221.0,100.6,19,63,1,11.63
2023-10,REP0131,West,Oncology,ImmunoBoost 25mg,60,220.0,241.0,109.7,12,51,2,20.08
2023-11,REP0131,West,Oncology,ImmunoBoost 25mg,61,220.0,235.0,107.0,20,74,0,11.75
2023-12,REP0131,West,Oncology,ImmunoBoost 25mg,62,220.0,238.0,108.3,19,62,1,12.53
2021-01,REP0132,North,Neurology,NeuroShield 25mg,29,255.0,250.0,98.2,21,71,2,11.9
2021-02,REP0132,North,Neurology,NeuroShield 25mg,30,255.0,250.0,98.2,14,46,3,17.86
2021-03,REP0132,North,Neurology,NeuroShield 25mg,31,255.0,295.0,115.8,14,45,0,21.07
2021-04,REP0132,North,Neurology,NeuroShield 25mg,32,255.0,292.0,114.7,21,89,0,13.9
2021-05,REP0132,North,Neurology,NeuroShield 25mg,33,255.0,321.0,126.1,17,56,0,18.88
2021-06,REP0132,North,Neurology,NeuroShield 25mg,34,255.0,350.0,137.4,11,34,2,31.82
2021-07,REP0132,North,Neurology,NeuroShield 25mg,35,255.0,314.0,123.3,22,69,2,14.27
2021-08,REP0132,North,Neurology,NeuroShield 25mg,36,255.0,291.0,114.3,18,59,2,16.17
2021-09,REP0132,North,Neurology,NeuroShield 25mg,37,255.0,274.0,107.6,16,51,2,17.12
2021-10,REP0132,North,Neurology,NeuroShield 25mg,38,255.0,233.0,91.5,17,53,1,13.71
2021-11,REP0132,North,Neurology,NeuroShield 25mg,39,255.0,248.0,97.4,21,78,2,11.81
2021-12,REP0132,North,Neurology,NeuroShield 25mg,40,255.0,250.0,98.2,17,57,0,14.71
2022-01,REP0132,North,Neurology,NeuroShield 25mg,41,255.0,267.0,104.9,19,76,1,14.05
2022-02,REP0132,North,Neurology,NeuroShield 25mg,42,255.0,292.0,114.7,17,54,3,17.18
2022-03,REP0132,North,Neurology,NeuroShield 25mg,43,255.0,292.0,114.7,24,85,2,12.17
2022-04,REP0132,North,Neurology,NeuroShield 25mg,44,255.0,327.0,128.4,16,58,2,20.44
2022-05,REP0132,North,Neurology,NeuroShield 25mg,45,255.0,336.0,131.9,13,50,3,25.85
2022-06,REP0132,North,Neurology,NeuroShield 25mg,46,255.0,304.0,119.4,14,35,4,21.71
2022-07,REP0132,North,Neurology,NeuroShield 25mg,47,255.0,299.0,117.4,23,78,3,13.0
2022-08,REP0132,North,Neurology,NeuroShield 25mg,48,255.0,321.0,126.1,26,102,2,12.35
2022-09,REP0132,North,Neurology,NeuroShield 25mg,49,255.0,297.0,116.6,20,91,2,14.85
2022-10,REP0132,North,Neurology,NeuroShield 25mg,50,255.0,246.0,96.6,18,57,2,13.67
2022-11,REP0132,North,Neurology,NeuroShield 25mg,51,255.0,286.0,112.3,20,65,1,14.3
2022-12,REP0132,North,Neurology,NeuroShield 25mg,52,255.0,236.0,92.7,23,87,0,10.26
2023-01,REP0132,North,Neurology,NeuroShield 25mg,53,255.0,317.0,124.5,17,61,1,18.65
2023-02,REP0132,North,Neurology,NeuroShield 25mg,54,255.0,287.0,112.7,18,51,3,15.94
2023-03,REP0132,North,Neurology,NeuroShield 25mg,55,255.0,277.0,108.8,21,71,2,13.19
2023-04,REP0132,North,Neurology,NeuroShield 25mg,56,255.0,328.0,128.8,18,68,1,18.22
2023-05,REP0132,North,Neurology,NeuroShield 25mg,57,255.0,358.0,140.6,13,38,2,27.54
2023-06,REP0132,North,Neurology,NeuroShield 25mg,58,255.0,365.0,143.3,19,78,0,19.21
2023-07,REP0132,North,Neurology,NeuroShield 25mg,59,255.0,302.0,118.6,21,74,2,14.38
2023-08,REP0132,North,Neurology,NeuroShield 25mg,60,255.0,294.0,115.5,16,69,1,18.38
2023-09,REP0132,North,Neurology,NeuroShield 25mg,61,255.0,338.0,132.7,21,71,3,16.1
2023-10,REP0132,North,Neurology,NeuroShield 25mg,62,255.0,294.0,115.5,18,62,2,16.33
2023-11,REP0132,North,Neurology,NeuroShield 25mg,63,255.0,249.0,97.8,21,77,1,11.86
2023-12,REP0132,North,Neurology,NeuroShield 25mg,64,255.0,243.0,95.4,16,58,2,15.19
2021-01,REP0133,North,Oncology,ImmunoBoost 25mg,15,206.0,197.0,95.8,20,76,2,9.85
2021-02,REP0133,North,Oncology,ImmunoBoost 25mg,16,206.0,204.0,99.2,13,40,0,15.69
2021-03,REP0133,North,Oncology,ImmunoBoost 25mg,17,206.0,266.0,129.3,13,43,2,20.46
2021-04,REP0133,North,Oncology,ImmunoBoost 25mg,18,206.0,243.0,118.2,15,51,1,16.2
2021-05,REP0133,North,Oncology,ImmunoBoost 25mg,19,206.0,249.0,121.1,19,58,3,13.11
2021-06,REP0133,North,Oncology,ImmunoBoost 25mg,20,206.0,260.0,126.4,15,49,3,17.33
2021-07,REP0133,North,Oncology,ImmunoBoost 25mg,21,206.0,273.0,132.8,18,58,2,15.17
2021-08,REP0133,North,Oncology,ImmunoBoost 25mg,22,206.0,247.0,120.1,24,83,4,10.29
2021-09,REP0133,North,Oncology,ImmunoBoost 25mg,23,206.0,237.0,115.2,13,71,0,18.23
2021-10,REP0133,North,Oncology,ImmunoBoost 25mg,24,206.0,186.0,90.4,9,53,4,20.67
2021-11,REP0133,North,Oncology,ImmunoBoost 25mg,25,206.0,214.0,104.1,19,68,0,11.26
2021-12,REP0133,North,Oncology,ImmunoBoost 25mg,26,206.0,233.0,113.3,23,70,2,10.13
2022-01,REP0133,North,Oncology,ImmunoBoost 25mg,27,206.0,212.0,103.1,17,54,1,12.47
2022-02,REP0133,North,Oncology,ImmunoBoost 25mg,28,206.0,215.0,104.5,22,76,1,9.77
2022-03,REP0133,North,Oncology,ImmunoBoost 25mg,29,206.0,239.0,116.2,17,58,2,14.06
2022-04,REP0133,North,Oncology,ImmunoBoost 25mg,30,206.0,249.0,121.1,15,41,1,16.6
2022-05,REP0133,North,Oncology,ImmunoBoost 25mg,31,206.0,293.0,142.5,17,55,1,17.24
2022-06,REP0133,North,Oncology,ImmunoBoost 25mg,32,206.0,234.0,113.8,22,80,2,10.64
2022-07,REP0133,North,Oncology,ImmunoBoost 25mg,33,206.0,274.0,133.2,14,46,1,19.57
2022-08,REP0133,North,Oncology,ImmunoBoost 25mg,34,206.0,250.0,121.6,16,64,4,15.62
2022-09,REP0133,North,Oncology,ImmunoBoost 25mg,35,206.0,228.0,110.9,17,61,0,13.41
2022-10,REP0133,North,Oncology,ImmunoBoost 25mg,36,206.0,232.0,112.8,19,65,2,12.21
2022-11,REP0133,North,Oncology,ImmunoBoost 25mg,37,206.0,221.0,107.5,6,13,3,36.83
2022-12,REP0133,North,Oncology,ImmunoBoost 25mg,38,206.0,227.0,110.4,6,10,2,37.83
2023-01,REP0133,North,Oncology,ImmunoBoost 25mg,39,206.0,213.0,103.6,7,32,2,30.43
2023-02,REP0133,North,Oncology,ImmunoBoost 25mg,40,206.0,219.0,106.5,22,70,1,9.95
2023-03,REP0133,North,Oncology,ImmunoBoost 25mg,41,206.0,241.0,117.2,10,38,2,24.1
2023-04,REP0133,North,Oncology,ImmunoBoost 25mg,42,206.0,257.0,125.0,20,57,2,12.85
2023-05,REP0133,North,Oncology,ImmunoBoost 25mg,43,206.0,286.0,139.1,15,55,0,19.07
2023-06,REP0133,North,Oncology,ImmunoBoost 25mg,44,206.0,309.0,150.3,20,72,1,15.45
2023-07,REP0133,North,Oncology,ImmunoBoost 25mg,45,206.0,298.0,144.9,22,89,1,13.55
2023-08,REP0133,North,Oncology,ImmunoBoost 25mg,46,206.0,289.0,140.5,23,78,3,12.57
2023-09,REP0133,North,Oncology,ImmunoBoost 25mg,47,206.0,260.0,126.4,13,39,0,20.0
2023-10,REP0133,North,Oncology,ImmunoBoost 25mg,48,206.0,241.0,117.2,17,61,3,14.18
2023-11,REP0133,North,Oncology,ImmunoBoost 25mg,49,206.0,231.0,112.3,16,54,0,14.44
2023-12,REP0133,North,Oncology,ImmunoBoost 25mg,50,206.0,241.0,117.2,17,60,1,14.18
2021-01,REP0134,North,Cardiology,BPControl 20mg,46,235.0,288.0,122.8,17,73,2,16.94
2021-02,REP0134,North,Cardiology,BPControl 20mg,47,235.0,258.0,110.0,25,93,0,10.32
2021-03,REP0134,North,Cardiology,BPControl 20mg,48,235.0,322.0,137.3,14,47,3,23.0
2021-04,REP0134,North,Cardiology,BPControl 20mg,49,235.0,304.0,129.6,16,56,1,19.0
2021-05,REP0134,North,Cardiology,BPControl 20mg,50,235.0,349.0,148.8,22,75,1,15.86
2021-06,REP0134,North,Cardiology,BPControl 20mg,51,235.0,391.0,166.7,16,51,0,24.44
2021-07,REP0134,North,Cardiology,BPControl 20mg,52,235.0,442.0,188.5,21,70,3,21.05
2021-08,REP0134,North,Cardiology,BPControl 20mg,53,235.0,378.0,161.2,18,54,1,21.0
2021-09,REP0134,North,Cardiology,BPControl 20mg,54,235.0,370.0,157.8,21,62,1,17.62
2021-10,REP0134,North,Cardiology,BPControl 20mg,55,235.0,342.0,145.8,22,81,1,15.55
2021-11,REP0134,North,Cardiology,BPControl 20mg,56,235.0,316.0,134.7,17,62,3,18.59
2021-12,REP0134,North,Cardiology,BPControl 20mg,57,235.0,287.0,122.4,19,65,1,15.11
2022-01,REP0134,North,Cardiology,BPControl 20mg,58,235.0,309.0,131.8,23,85,1,13.43
2022-02,REP0134,North,Cardiology,BPControl 20mg,59,235.0,347.0,148.0,15,38,0,23.13
2022-03,REP0134,North,Cardiology,BPControl 20mg,60,235.0,366.0,156.1,16,63,2,22.88
2022-04,REP0134,North,Cardiology,BPControl 20mg,61,235.0,382.0,162.9,16,60,3,23.88
2022-05,REP0134,North,Cardiology,BPControl 20mg,62,235.0,328.0,139.9,17,70,0,19.29
2022-06,REP0134,North,Cardiology,BPControl 20mg,63,235.0,403.0,171.8,15,50,0,26.87
2022-07,REP0134,North,Cardiology,BPControl 20mg,64,235.0,426.0,181.7,18,51,2,23.67
2022-08,REP0134,North,Cardiology,BPControl 20mg,65,235.0,387.0,165.0,15,68,2,25.8
2022-09,REP0134,North,Cardiology,BPControl 20mg,66,235.0,397.0,169.3,17,46,0,23.35
2022-10,REP0134,North,Cardiology,BPControl 20mg,67,235.0,312.0,133.0,23,76,3,13.57
2022-11,REP0134,North,Cardiology,BPControl 20mg,68,235.0,295.0,125.8,15,48,2,19.67
2022-12,REP0134,North,Cardiology,BPControl 20mg,69,235.0,286.0,122.0,14,47,0,20.43
2023-01,REP0134,North,Cardiology,BPControl 20mg,70,235.0,282.0,120.3,18,52,3,15.67
2023-02,REP0134,North,Cardiology,BPControl 20mg,71,235.0,379.0,161.6,15,57,2,25.27
2023-03,REP0134,North,Cardiology,BPControl 20mg,72,235.0,400.0,170.6,16,60,2,25.0
2023-04,REP0134,North,Cardiology,BPControl 20mg,73,235.0,400.0,170.6,15,61,1,26.67
2023-05,REP0134,North,Cardiology,BPControl 20mg,74,235.0,396.0,168.9,15,47,1,26.4
2023-06,REP0134,North,Cardiology,BPControl 20mg,75,235.0,432.0,184.2,21,74,3,20.57
2023-07,REP0134,North,Cardiology,BPControl 20mg,76,235.0,417.0,177.8,10,25,2,41.7
2023-08,REP0134,North,Cardiology,BPControl 20mg,77,235.0,388.0,165.5,16,48,1,24.25
2023-09,REP0134,North,Cardiology,BPControl 20mg,78,235.0,365.0,155.6,19,64,3,19.21
2023-10,REP0134,North,Cardiology,BPControl 20mg,79,235.0,337.0,143.7,18,49,2,18.72
2023-11,REP0134,North,Cardiology,BPControl 20mg,80,235.0,302.0,128.8,20,55,0,15.1
2023-12,REP0134,North,Cardiology,BPControl 20mg,81,235.0,358.0,152.7,24,62,0,14.92
2021-01,REP0135,East,Cardiology,CardioMax 10mg,30,295.0,286.0,97.0,16,57,1,17.88
2021-02,REP0135,East,Cardiology,CardioMax 10mg,31,295.0,283.0,96.0,20,61,1,14.15
2021-03,REP0135,East,Cardiology,CardioMax 10mg,32,295.0,289.0,98.0,22,69,2,13.14
2021-04,REP0135,East,Cardiology,CardioMax 10mg,33,295.0,318.0,107.8,17,64,1,18.71
2021-05,REP0135,East,Cardiology,CardioMax 10mg,34,295.0,337.0,114.3,22,70,2,15.32
2021-06,REP0135,East,Cardiology,CardioMax 10mg,35,295.0,365.0,123.8,19,76,1,19.21
2021-07,REP0135,East,Cardiology,CardioMax 10mg,36,295.0,355.0,120.4,22,63,1,16.14
2021-08,REP0135,East,Cardiology,CardioMax 10mg,37,295.0,335.0,113.6,21,75,3,15.95
2021-09,REP0135,East,Cardiology,CardioMax 10mg,38,295.0,295.0,100.0,13,51,1,22.69
2021-10,REP0135,East,Cardiology,CardioMax 10mg,39,295.0,271.0,91.9,24,89,2,11.29
2021-11,REP0135,East,Cardiology,CardioMax 10mg,40,295.0,314.0,106.5,16,67,2,19.62
2021-12,REP0135,East,Cardiology,CardioMax 10mg,41,295.0,261.0,88.5,17,60,3,15.35
2022-01,REP0135,East,Cardiology,CardioMax 10mg,42,295.0,250.0,84.8,11,32,1,22.73
2022-02,REP0135,East,Cardiology,CardioMax 10mg,43,295.0,312.0,105.8,16,59,3,19.5
2022-03,REP0135,East,Cardiology,CardioMax 10mg,44,295.0,272.0,92.2,17,78,1,16.0
2022-04,REP0135,East,Cardiology,CardioMax 10mg,45,295.0,314.0,106.5,20,65,3,15.7
2022-05,REP0135,East,Cardiology,CardioMax 10mg,46,295.0,420.0,142.4,18,84,1,23.33
2022-06,REP0135,East,Cardiology,CardioMax 10mg,47,295.0,353.0,119.7,14,45,1,25.21
2022-07,REP0135,East,Cardiology,CardioMax 10mg,48,295.0,365.0,123.8,13,41,1,28.08
2022-08,REP0135,East,Cardiology,CardioMax 10mg,49,295.0,365.0,123.8,18,63,2,20.28
2022-09,REP0135,East,Cardiology,CardioMax 10mg,50,295.0,278.0,94.3,24,76,3,11.58
2022-10,REP0135,East,Cardiology,CardioMax 10mg,51,295.0,299.0,101.4,15,60,0,19.93
2022-11,REP0135,East,Cardiology,CardioMax 10mg,52,295.0,266.0,90.2,18,64,2,14.78
2022-12,REP0135,East,Cardiology,CardioMax 10mg,53,295.0,304.0,103.1,17,60,1,17.88
2023-01,REP0135,East,Cardiology,CardioMax 10mg,54,295.0,327.0,110.9,14,49,2,23.36
2023-02,REP0135,East,Cardiology,CardioMax 10mg,55,295.0,337.0,114.3,15,44,0,22.47
2023-03,REP0135,East,Cardiology,CardioMax 10mg,56,295.0,321.0,108.8,19,62,2,16.89
2023-04,REP0135,East,Cardiology,CardioMax 10mg,57,295.0,350.0,118.7,20,71,0,17.5
2023-05,REP0135,East,Cardiology,CardioMax 10mg,58,295.0,334.0,113.3,22,69,3,15.18
2023-06,REP0135,East,Cardiology,CardioMax 10mg,59,295.0,378.0,128.2,14,54,1,27.0
2023-07,REP0135,East,Cardiology,CardioMax 10mg,60,295.0,375.0,127.2,17,37,2,22.06
2023-08,REP0135,East,Cardiology,CardioMax 10mg,61,295.0,379.0,128.5,16,61,0,23.69
2023-09,REP0135,East,Cardiology,CardioMax 10mg,62,295.0,315.0,106.8,18,57,1,17.5
2023-10,REP0135,East,Cardiology,CardioMax 10mg,63,295.0,295.0,100.0,12,43,2,24.58
2023-11,REP0135,East,Cardiology,CardioMax 10mg,64,295.0,305.0,103.4,16,50,0,19.06
2023-12,REP0135,East,Cardiology,CardioMax 10mg,65,295.0,274.0,92.9,15,60,2,18.27
2021-01,REP0136,North,Oncology,ImmunoBoost 25mg,13,114.0,109.0,95.5,19,79,1,5.74
2021-02,REP0136,North,Oncology,ImmunoBoost 25mg,14,114.0,110.0,96.4,14,49,1,7.86
2021-03,REP0136,North,Oncology,ImmunoBoost 25mg,15,114.0,132.0,115.6,21,65,1,6.29
2021-04,REP0136,North,Oncology,ImmunoBoost 25mg,16,114.0,154.0,134.9,12,40,2,12.83
2021-05,REP0136,North,Oncology,ImmunoBoost 25mg,17,114.0,132.0,115.6,16,52,0,8.25
2021-06,REP0136,North,Oncology,ImmunoBoost 25mg,18,114.0,136.0,119.1,22,66,2,6.18
2021-07,REP0136,North,Oncology,ImmunoBoost 25mg,19,114.0,148.0,129.6,17,56,2,8.71
2021-08,REP0136,North,Oncology,ImmunoBoost 25mg,20,114.0,122.0,106.9,19,65,2,6.42
2021-09,REP0136,North,Oncology,ImmunoBoost 25mg,21,114.0,141.0,123.5,22,88,1,6.41
2021-10,REP0136,North,Oncology,ImmunoBoost 25mg,22,114.0,108.0,94.6,19,69,0,5.68
2021-11,REP0136,North,Oncology,ImmunoBoost 25mg,23,114.0,115.0,100.7,26,106,1,4.42
2021-12,REP0136,North,Oncology,ImmunoBoost 25mg,24,114.0,117.0,102.5,14,48,1,8.36
2022-01,REP0136,North,Oncology,ImmunoBoost 25mg,25,114.0,103.0,90.2,21,75,2,4.9
2022-02,REP0136,North,Oncology,ImmunoBoost 25mg,26,114.0,125.0,109.5,18,54,2,6.94
2022-03,REP0136,North,Oncology,ImmunoBoost 25mg,27,114.0,125.0,109.5,17,51,0,7.35
2022-04,REP0136,North,Oncology,ImmunoBoost 25mg,28,114.0,129.0,113.0,20,69,4,6.45
2022-05,REP0136,North,Oncology,ImmunoBoost 25mg,29,114.0,141.0,123.5,18,63,0,7.83
2022-06,REP0136,North,Oncology,ImmunoBoost 25mg,30,114.0,144.0,126.1,13,44,0,11.08
2022-07,REP0136,North,Oncology,ImmunoBoost 25mg,31,114.0,142.0,124.4,18,64,0,7.89
2022-08,REP0136,North,Oncology,ImmunoBoost 25mg,32,114.0,143.0,125.3,20,62,3,7.15
2022-09,REP0136,North,Oncology,ImmunoBoost 25mg,33,114.0,132.0,115.6,17,64,3,7.76
2022-10,REP0136,North,Oncology,ImmunoBoost 25mg,34,114.0,122.0,106.9,16,72,1,7.62
2022-11,REP0136,North,Oncology,ImmunoBoost 25mg,35,114.0,121.0,106.0,17,46,1,7.12
2022-12,REP0136,North,Oncology,ImmunoBoost 25mg,36,114.0,126.0,110.4,14,59,2,9.0
2023-01,REP0136,North,Oncology,ImmunoBoost 25mg,37,114.0,109.0,95.5,13,35,1,8.38
2023-02,REP0136,North,Oncology,ImmunoBoost 25mg,38,114.0,114.0,99.9,22,67,0,5.18
2023-03,REP0136,North,Oncology,ImmunoBoost 25mg,39,114.0,150.0,131.4,16,59,2,9.38
2023-04,REP0136,North,Oncology,ImmunoBoost 25mg,40,114.0,125.0,109.5,21,78,2,5.95
2023-05,REP0136,North,Oncology,ImmunoBoost 25mg,41,114.0,140.0,122.6,19,65,2,7.37
2023-06,REP0136,North,Oncology,ImmunoBoost 25mg,42,114.0,142.0,124.4,17,67,0,8.35
2023-07,REP0136,North,Oncology,ImmunoBoost 25mg,43,114.0,145.0,127.0,20,61,2,7.25
2023-08,REP0136,North,Oncology,ImmunoBoost 25mg,44,114.0,149.0,130.5,17,61,3,8.76
2023-09,REP0136,North,Oncology,ImmunoBoost 25mg,45,114.0,129.0,113.0,12,38,0,10.75
2023-10,REP0136,North,Oncology,ImmunoBoost 25mg,46,114.0,133.0,116.5,16,60,2,8.31
2023-11,REP0136,North,Oncology,ImmunoBoost 25mg,47,114.0,116.0,101.6,14,37,3,8.29
2023-12,REP0136,North,Oncology,ImmunoBoost 25mg,48,114.0,126.0,110.4,16,60,0,7.88
2021-01,REP0137,North,Orthopedics,BonePlus 500mg,29,91.0,108.0,119.3,14,42,3,7.71
2021-02,REP0137,North,Orthopedics,BonePlus 500mg,30,91.0,104.0,114.9,17,65,1,6.12
2021-03,REP0137,North,Orthopedics,BonePlus 500mg,31,91.0,103.0,113.8,19,72,1,5.42
2021-04,REP0137,North,Orthopedics,BonePlus 500mg,32,91.0,116.0,128.2,13,51,4,8.92
2021-05,REP0137,North,Orthopedics,BonePlus 500mg,33,91.0,138.0,152.5,17,65,1,8.12
2021-06,REP0137,North,Orthopedics,BonePlus 500mg,34,91.0,134.0,148.1,13,44,3,10.31
2021-07,REP0137,North,Orthopedics,BonePlus 500mg,35,91.0,138.0,152.5,20,73,1,6.9
2021-08,REP0137,North,Orthopedics,BonePlus 500mg,36,91.0,126.0,139.2,21,71,1,6.0
2021-09,REP0137,North,Orthopedics,BonePlus 500mg,37,91.0,113.0,124.9,16,49,2,7.06
2021-10,REP0137,North,Orthopedics,BonePlus 500mg,38,91.0,108.0,119.3,12,62,0,9.0
2021-11,REP0137,North,Orthopedics,BonePlus 500mg,39,91.0,105.0,116.0,18,58,1,5.83
2021-12,REP0137,North,Orthopedics,BonePlus 500mg,40,91.0,98.0,108.3,20,69,2,4.9
2022-01,REP0137,North,Orthopedics,BonePlus 500mg,41,91.0,120.0,132.6,16,62,3,7.5
2022-02,REP0137,North,Orthopedics,BonePlus 500mg,42,91.0,112.0,123.7,20,66,3,5.6
2022-03,REP0137,North,Orthopedics,BonePlus 500mg,43,91.0,116.0,128.2,20,77,0,5.8
2022-04,REP0137,North,Orthopedics,BonePlus 500mg,44,91.0,122.0,134.8,15,61,0,8.13
2022-05,REP0137,North,Orthopedics,BonePlus 500mg,45,91.0,138.0,152.5,20,71,3,6.9
2022-06,REP0137,North,Orthopedics,BonePlus 500mg,46,91.0,116.0,128.2,20,68,0,5.8
2022-07,REP0137,North,Orthopedics,BonePlus 500mg,47,91.0,124.0,137.0,24,89,2,5.17
2022-08,REP0137,North,Orthopedics,BonePlus 500mg,48,91.0,141.0,155.8,12,43,3,11.75
2022-09,REP0137,North,Orthopedics,BonePlus 500mg,49,91.0,120.0,132.6,23,75,2,5.22
2022-10,REP0137,North,Orthopedics,BonePlus 500mg,50,91.0,120.0,132.6,21,71,3,5.71
2022-11,REP0137,North,Orthopedics,BonePlus 500mg,51,91.0,115.0,127.1,11,53,0,10.45
2022-12,REP0137,North,Orthopedics,BonePlus 500mg,52,91.0,127.0,140.3,17,56,2,7.47
2023-01,REP0137,North,Orthopedics,BonePlus 500mg,53,91.0,106.0,117.1,10,34,2,10.6
2023-02,REP0137,North,Orthopedics,BonePlus 500mg,54,91.0,133.0,146.9,13,50,1,10.23
2023-03,REP0137,North,Orthopedics,BonePlus 500mg,55,91.0,127.0,140.3,21,69,2,6.05
2023-04,REP0137,North,Orthopedics,BonePlus 500mg,56,91.0,146.0,161.3,22,67,1,6.64
2023-05,REP0137,North,Orthopedics,BonePlus 500mg,57,91.0,139.0,153.6,21,71,2,6.62
2023-06,REP0137,North,Orthopedics,BonePlus 500mg,58,91.0,158.0,174.6,16,67,0,9.88
2023-07,REP0137,North,Orthopedics,BonePlus 500mg,59,91.0,137.0,151.4,12,42,2,11.42
2023-08,REP0137,North,Orthopedics,BonePlus 500mg,60,91.0,135.0,149.2,16,45,4,8.44
2023-09,REP0137,North,Orthopedics,BonePlus 500mg,61,91.0,129.0,142.5,16,68,1,8.06
2023-10,REP0137,North,Orthopedics,BonePlus 500mg,62,91.0,113.0,124.9,15,45,0,7.53
2023-11,REP0137,North,Orthopedics,BonePlus 500mg,63,91.0,110.0,121.5,27,85,0,4.07
2023-12,REP0137,North,Orthopedics,BonePlus 500mg,64,91.0,118.0,130.4,17,64,1,6.94
2021-01,REP0138,North,Orthopedics,PainEase 100mg,41,125.0,150.0,120.1,22,86,0,6.82
2021-02,REP0138,North,Orthopedics,PainEase 100mg,42,125.0,154.0,123.4,15,46,2,10.27
2021-03,REP0138,North,Orthopedics,PainEase 100mg,43,125.0,136.0,108.9,10,40,2,13.6
2021-04,REP0138,North,Orthopedics,PainEase 100mg,44,125.0,170.0,136.2,14,54,2,12.14
2021-05,REP0138,North,Orthopedics,PainEase 100mg,45,125.0,177.0,141.8,13,42,3,13.62
2021-06,REP0138,North,Orthopedics,PainEase 100mg,46,125.0,199.0,159.4,16,54,1,12.44
2021-07,REP0138,North,Orthopedics,PainEase 100mg,47,125.0,182.0,145.8,15,29,3,12.13
2021-08,REP0138,North,Orthopedics,PainEase 100mg,48,125.0,196.0,157.0,15,43,1,13.07
2021-09,REP0138,North,Orthopedics,PainEase 100mg,49,125.0,160.0,128.2,21,73,1,7.62
2021-10,REP0138,North,Orthopedics,PainEase 100mg,50,125.0,137.0,109.7,21,78,3,6.52
2021-11,REP0138,North,Orthopedics,PainEase 100mg,51,125.0,135.0,108.1,25,73,2,5.4
2021-12,REP0138,North,Orthopedics,PainEase 100mg,52,125.0,122.0,97.7,14,61,2,8.71
2022-01,REP0138,North,Orthopedics,PainEase 100mg,53,125.0,141.0,112.9,15,53,2,9.4
2022-02,REP0138,North,Orthopedics,PainEase 100mg,54,125.0,171.0,137.0,16,43,2,10.69
2022-03,REP0138,North,Orthopedics,PainEase 100mg,55,125.0,160.0,128.2,12,44,1,13.33
2022-04,REP0138,North,Orthopedics,PainEase 100mg,56,125.0,181.0,145.0,14,52,0,12.93
2022-05,REP0138,North,Orthopedics,PainEase 100mg,57,125.0,173.0,138.6,17,73,2,10.18
2022-06,REP0138,North,Orthopedics,PainEase 100mg,58,125.0,204.0,163.4,23,109,2,8.87
2022-07,REP0138,North,Orthopedics,PainEase 100mg,59,125.0,207.0,165.8,22,84,4,9.41
2022-08,REP0138,North,Orthopedics,PainEase 100mg,60,125.0,174.0,139.4,16,58,1,10.88
2022-09,REP0138,North,Orthopedics,PainEase 100mg,61,125.0,174.0,139.4,24,80,1,7.25
2022-10,REP0138,North,Orthopedics,PainEase 100mg,62,125.0,163.0,130.6,17,44,1,9.59
2022-11,REP0138,North,Orthopedics,PainEase 100mg,63,125.0,162.0,129.8,23,71,0,7.04
2022-12,REP0138,North,Orthopedics,PainEase 100mg,64,125.0,152.0,121.8,9,27,0,16.89
2023-01,REP0138,North,Orthopedics,PainEase 100mg,65,125.0,172.0,137.8,14,62,3,12.29
2023-02,REP0138,North,Orthopedics,PainEase 100mg,66,125.0,154.0,123.4,13,43,1,11.85
